X Y Z Stress_XX Stress_XY Stress_YY
0.566667 0.333333 0 -11.0147 14.7003 4285.26
0.6 0.333333 0 -10.1806 22.456 4284.67
0.633333 0.333333 0 -8.83301 29.41 4284.16
0.666667 0.333333 0 -10.1841 35.9069 4280.98
0.7 0.333333 0 -11.7787 41.875 4277.3
0.733333 0.333333 0 -11.3296 46.4655 4272.5
0.766667 0.333333 0 -9.90873 47.8646 4267.42
0.8 0.333333 0 -8.18739 47.9883 4264.45
0.833333 0.333333 0 -5.83891 46.3947 4264.35
0.166667 0.366667 0 -12.833 -43.9984 4264.48
0.2 0.366667 0 -16.191 -44.7939 4263.8
0.233333 0.366667 0 -19.0903 -45.1944 4266.48
0.266667 0.366667 0 -21.3396 -43.8406 4267.47
0.3 0.366667 0 -21.584 -39.289 4268.4
0.333333 0.366667 0 -20.4779 -33.5917 4272.74
0.366667 0.366667 0 -19.5085 -27.5641 4275.45
0.4 0.366667 0 -20.1009 -21.3553 4274.18
0.433333 0.366667 0 -20.0835 -14.7297 4275.66
0.466667 0.366667 0 -18.4753 -7.75575 4279.54
0.5 0.366667 0 -16.1267 -1.6778 4283.25
0.533333 0.366667 0 -17.0491 5.90796 4279.25
0.566667 0.366667 0 -18.3244 14.0536 4275.96
0.6 0.366667 0 -16.9024 22.1857 4276.9
0.633333 0.366667 0 -15.0493 29.106 4276.64
0.666667 0.366667 0 -14.3846 35.2722 4276.3
0.7 0.366667 0 -15.1712 40.8338 4274.74
0.733333 0.366667 0 -15.5067 45.5126 4270.05
0.766667 0.366667 0 -13.9727 46.821 4266.29
0.8 0.366667 0 -11.6608 46.8416 4265.41
0.833333 0.366667 0 -9.28918 44.9968 4267.56
0.166667 0.4 0 -8.99958 -43.4362 4273.27
0.2 0.4 0 -12.781 -44.1695 4270.98
0.233333 0.4 0 -15.9859 -44.6958 4271.16
0.266667 0.4 0 -17.2677 -44.1088 4271.7
0.3 0.4 0 -17.4284 -39.6997 4271.73
0.333333 0.4 0 -17.1113 -33.9349 4274.41
0.366667 0.4 0 -16.9432 -28.1588 4276.27
0.4 0.4 0 -18.9742 -21.7976 4273.36
0.433333 0.4 0 -19.6175 -15.131 4274.03
0.466667 0.4 0 -18.398 -8.02907 4277.23
0.5 0.4 0 -15.9741 -1.99057 4280.6
0.533333 0.4 0 -16.5555 5.49096 4277.4
0.566667 0.4 0 -17.7791 13.8273 4274.67
0.6 0.4 0 -16.5621 22.007 4275.74
0.633333 0.4 0 -14.8859 28.8088 4275.72
0.666667 0.4 0 -13.3751 34.7474 4276.43
0.7 0.4 0 -12.148 39.8534 4277.86
0.733333 0.4 0 -12.9827 44.3637 4273.58
0.766667 0.4 0 -11.413 45.2963 4271.41
0.8 0.4 0 -8.89247 45.0717 4272.08
0.833333 0.4 0 -6.44411 43.1972 4275.64
0.166667 0.433333 0 -9.17109 -42.0751 4278.31
0.2 0.433333 0 -12.5851 -43.127 4274.18
0.233333 0.433333 0 -15.6599 -43.6738 4271.78
0.266667 0.433333 0 -16.8212 -43.8641 4271.09
0.3 0.433333 0 -17.6386 -40.0715 4269.65
0.333333 0.433333 0 -18.7918 -34.3996 4269.53
0.366667 0.433333 0 -18.2939 -28.755 4271.36
0.4 0.433333 0 -19.9144 -22.4591 4269.13
0.433333 0.433333 0 -20.4494 -15.5217 4269.48
0.466667 0.433333 0 -19.6995 -8.17957 4271.55
0.5 0.433333 0 -18.3791 -1.98974 4273.43
0.533333 0.433333 0 -18.4815 5.09978 4271.42
0.566667 0.433333 0 -19.8665 13.5773 4268.64
0.6 0.433333 0 -19.1897 21.8335 4269.5
0.633333 0.433333 0 -16.9443 28.2759 4270.99
0.666667 0.433333 0 -15.4839 34.0184 4271.7
0.7 0.433333 0 -13.7987 38.8928 4273.85
0.733333 0.433333 0 -13.7924 42.8304 4271.89
0.766667 0.433333 0 -11.7319 43.2438 4271.93
0.8 0.433333 0 -8.77528 42.7304 4274.63
0.833333 0.433333 0 -6.19688 40.755 4279.76
0.166667 0.466667 0 -11.6043 -40.8179 4279.73
0.2 0.466667 0 -13.838 -42.0492 4274.14
0.233333 0.466667 0 -16.6401 -42.1633 4269.37
0.266667 0.466667 0 -17.975 -42.7377 4266.82
0.3 0.466667 0 -19.507 -39.5532 4263.61
0.333333 0.466667 0 -21.0301 -33.7548 4261.97
0.366667 0.466667 0 -21.306 -28.1226 4261.77
0.4 0.466667 0 -22.281 -21.8845 4259.55
0.433333 0.466667 0 -22.5855 -14.7546 4259.04
0.466667 0.466667 0 -22.708 -7.18039 4259.8
0.5 0.466667 0 -22.8016 -0.865867 4260.39
0.533333 0.466667 0 -22.6206 5.62418 4259.69
0.566667 0.466667 0 -24.5815 14.0967 4257.06
0.6 0.466667 0 -24.0864 22.4149 4258.59
0.633333 0.466667 0 -20.9859 28.4927 4262.36
0.666667 0.466667 0 -19.8354 33.6648 4263.86
0.7 0.466667 0 -19.341 38.2277 4265.49
0.733333 0.466667 0 -18.0548 41.944 4266.9
0.766667 0.466667 0 -16.1289 41.8034 4268.55
0.8 0.466667 0 -13.6981 40.8912 4272.28
0.833333 0.466667 0 -11.1306 38.8242 4279.1
0.166667 0.5 0 -10.5194 -39.4014 4282.46
0.2 0.5 0 -11.6977 -40.705 4275.72
0.233333 0.5 0 -14.4085 -40.6489 4269.25
0.266667 0.5 0 -15.9141 -41.1013 4264.55
0.3 0.5 0 -17.697 -38.225 4259.86
0.333333 0.5 0 -19.6993 -32.318 4256.34
0.366667 0.5 0 -20.2211 -26.6322 4254.19
0.4 0.5 0 -20.7779 -20.3251 4251.15
0.433333 0.5 0 -20.9143 -13.1609 4250.42
0.466667 0.5 0 -21.2683 -5.68223 4251.26
0.5 0.5 0 -22.2722 0.635813 4252.02
0.533333 0.5 0 -22.4823 6.81703 4251.84
0.566667 0.5 0 -23.8227 15.087 4251.55
0.6 0.5 0 -22.3123 23.5448 4255.81
0.633333 0.5 0 -18.6331 29.2155 4261.88
0.666667 0.5 0 -17.815 33.8027 4264.54
0.7 0.5 0 -17.1085 38.129 4267.65
0.733333 0.5 0 -15.2295 42.0107 4270.79
0.766667 0.5 0 -13.8978 41.8753 4273.27
0.8 0.5 0 -11.6334 40.7948 4278.19
0.833333 0.5 0 -8.84686 38.8022 4286.9
0.166667 0.533333 0 -7.44989 -36.505 4285.12
0.2 0.533333 0 -8.22139 -38.0437 4276.58
0.233333 0.533333 0 -10.8406 -38.1247 4268.2
0.266667 0.533333 0 -12.2828 -38.9903 4261.11
0.3 0.533333 0 -13.8493 -36.1808 4255.59
0.333333 0.533333 0 -15.9099 -30.1213 4251.65
0.366667 0.533333 0 -16.6894 -24.4313 4248.89
0.4 0.533333 0 -18.4087 -18.5668 4244.25
0.433333 0.533333 0 -18.3916 -11.9273 4244.36
0.466667 0.533333 0 -19.0786 -4.91472 4245.41
0.5 0.533333 0 -21.6335 1.04663 4244.93
0.533333 0.533333 0 -22.5846 6.90656 4244.52
0.566667 0.533333 0 -23.1491 15.1084 4246.25
0.6 0.533333 0 -21.6753 23.2097 4251.31
0.633333 0.533333 0 -18.274 28.2838 4257.72
0.666667 0.533333 0 -16.998 32.524 4261.71
0.7 0.533333 0 -14.3349 37.1269 4267.9
0.733333 0.533333 0 -12.9872 40.8274 4271.02
0.766667 0.533333 0 -11.2926 40.8657 4275.51
0.8 0.533333 0 -7.95544 39.9295 4284.57
0.833333 0.533333 0 -4.80388 37.8903 4295.99
0.166667 0.566667 0 -7.99521 -33.5027 4285.01
0.2 0.566667 0 -8.892 -35.1199 4273.62
0.233333 0.566667 0 -11.0568 -35.812 4262.99
0.266667 0.566667 0 -12.924 -37.0583 4253.31
0.3 0.566667 0 -14.6426 -34.2396 4246.25
0.333333 0.566667 0 -16.4248 -28.3178 4242.18
0.366667 0.566667 0 -18.7052 -23.2906 4237.61
0.4 0.566667 0 -21.5868 -17.7744 4231.62
0.433333 0.566667 0 -21.8365 -11.5161 4231.91
0.466667 0.566667 0 -22.9782 -5.52157 4232.92
0.5 0.566667 0 -25.8638 -0.208097 4232.83
0.533333 0.566667 0 -27.2675 5.46653 4232.14
0.566667 0.566667 0 -27.3999 13.3156 4234.38
0.6 0.566667 0 -26.6981 20.7136 4237.96
0.633333 0.566667 0 -23.5706 25.1016 4243.77
0.666667 0.566667 0 -20.3049 29.4026 4250.68
0.7 0.566667 0 -17.9208 33.4662 4257.54
0.733333 0.566667 0 -17.4433 36.5481 4260.57
0.766667 0.566667 0 -14.5099 36.94 4268.24
0.8 0.566667 0 -10.1768 36.4325 4280.42
0.833333 0.566667 0 -7.11627 34.285 4294.46
0.166667 0.6 0 -7.94723 -31.5722 4286.79
0.2 0.6 0 -8.11455 -33.5566 4273.33
0.233333 0.6 0 -9.06556 -34.7992 4262.18
0.266667 0.6 0 -10.3843 -36.4493 4251.34
0.3 0.6 0 -12.5059 -33.6977 4242.57
0.333333 0.6 0 -14.7705 -28.097 4237.13
0.366667 0.6 0 -16.6619 -23.4984 4233.07
0.4 0.6 0 -19.2932 -17.9413 4227.74
0.433333 0.6 0 -19.88 -11.7013 4227.72
0.466667 0.6 0 -20.6447 -6.0899 4229.63
0.5 0.6 0 -22.9023 -0.939565 4230.92
0.533333 0.6 0 -24.9392 4.90102 4229.57
0.566667 0.6 0 -25.6677 12.466 4230.87
0.6 0.6 0 -24.9564 19.5036 4234.01
0.633333 0.6 0 -20.8889 23.8768 4240.74
0.666667 0.6 0 -17.3596 28.033 4248.26
0.7 0.6 0 -16.6171 31.3462 4253.68
0.733333 0.6 0 -17.4317 33.6906 4256.09
0.766667 0.6 0 -14.5619 34.2375 4265.08
0.8 0.6 0 -10.6734 34.0302 4277.89
0.833333 0.6 0 -8.16718 31.8544 4293.35
0.166667 0.633333 0 -1.89265 -32.3514 4295.39
0.2 0.633333 0 -1.95803 -34.2692 4280.89
0.233333 0.633333 0 -2.21266 -35.6698 4269.46
0.266667 0.633333 0 -2.88757 -37.4827 4258.3
0.3 0.633333 0 -5.8007 -34.6298 4248.21
0.333333 0.633333 0 -8.83101 -28.8427 4240.94
0.366667 0.633333 0 -10.063 -24.0256 4237.49
0.4 0.633333 0 -12.3551 -18.4066 4232.25
0.433333 0.633333 0 -13.7655 -12.1591 4230.85
0.466667 0.633333 0 -15.2232 -6.46395 4231.59
0.5 0.633333 0 -17.2559 -1.32349 4233.54
0.533333 0.633333 0 -20.2892 4.59689 4231.03
0.566667 0.633333 0 -21.8453 12.0983 4231.22
0.6 0.633333 0 -19.9998 19.1514 4235.3
0.633333 0.633333 0 -15.698 23.4897 4242.62
0.666667 0.633333 0 -12.6098 27.4291 4249.81
0.7 0.633333 0 -11.6752 30.663 4255.66
0.733333 0.633333 0 -12.105 32.6521 4259.52
0.766667 0.633333 0 -8.81279 33.3871 4269.83
0.8 0.633333 0 -4.92247 33.5928 4282.54
0.833333 0.633333 0 -1.853 31.9567 4298.83
0.166667 0.666667 0 -2.64824 -30.4292 4296.42
0.2 0.666667 0 -2.08099 -32.3203 4280.42
0.233333 0.666667 0 -2.47578 -33.4694 4266.36
0.266667 0.666667 0 -4.73147 -34.6423 4252.13
0.3 0.666667 0 -8.40757 -31.7001 4241.03
0.333333 0.666667 0 -11.8697 -26.2964 4233
0.366667 0.666667 0 -13.485 -21.7972 4228.58
0.4 0.666667 0 -15.1454 -16.7654 4223.88
0.433333 0.666667 0 -16.1753 -11.0746 4222.53
0.466667 0.666667 0 -17.8367 -5.69398 4222.81
0.5 0.666667 0 -19.7224 -0.595667 4224.88
0.533333 0.666667 0 -22.5165 4.81301 4223.11
0.566667 0.666667 0 -22.9126 11.4516 4224.5
0.6 0.666667 0 -20.2915 17.7671 4229.62
0.633333 0.666667 0 -15.6152 21.9434 4237.9
0.666667 0.666667 0 -13.1782 25.9015 4244.86
0.7 0.666667 0 -11.8579 29.2271 4251.51
0.733333 0.666667 0 -11.0657 31.0738 4257.92
0.766667 0.666667 0 -7.74857 31.5083 4269.73
0.8 0.666667 0 -4.8056 31.2892 4282.38
0.833333 0.666667 0 -2.16212 29.7533 4298.92
0.166667 0.7 0 -6.68474 -27.581 4293.82
0.2 0.7 0 -5.79286 -29.3851 4276.25
0.233333 0.7 0 -6.1539 -30.3945 4261.11
0.266667 0.7 0 -10.2034 -30.8039 4243.9
0.3 0.7 0 -14.582 -27.6932 4231.19
0.333333 0.7 0 -17.4339 -22.9751 4224.21
0.366667 0.7 0 -18.9913 -19.1195 4219.87
0.4 0.7 0 -20.3877 -14.5868 4214.72
0.433333 0.7 0 -21.096 -9.3668 4213.14
0.466667 0.7 0 -22.2411 -4.47363 4213.65
0.5 0.7 0 -24.1867 0.370286 4215.19
0.533333 0.7 0 -26.9464 5.10854 4212.84
0.566667 0.7 0 -27.0383 10.3942 4214.37
0.6 0.7 0 -23.9029 15.7284 4220.36
0.633333 0.7 0 -18.907 19.8174 4229.85
0.666667 0.7 0 -17.0658 23.5403 4236.66
0.7 0.7 0 -16.1613 26.9331 4243.63
0.733333 0.7 0 -13.9133 28.8209 4253.17
0.766667 0.7 0 -11.0368 28.7583 4266.03
0.8 0.7 0 -8.79366 28.1284 4279.39
0.833333 0.7 0 -6.21839 27.0745 4297.92
0.166667 0.733333 0 -3.97993 -26.4454 4297.8
0.2 0.733333 0 -3.59876 -27.8376 4280.25
0.233333 0.733333 0 -4.24319 -28.451 4265.85
0.266667 0.733333 0 -8.46765 -28.1099 4248.29
0.3 0.733333 0 -13.3609 -24.5646 4233.79
0.333333 0.733333 0 -16.259 -20.2112 4225.92
0.366667 0.733333 0 -17.5278 -16.9898 4221.99
0.4 0.733333 0 -19.3983 -12.92 4215.36
0.433333 0.733333 0 -20.7334 -7.83556 4211.94
0.466667 0.733333 0 -21.7514 -3.32837 4212.25
0.5 0.733333 0 -23.0606 1.26456 4213.71
0.533333 0.733333 0 -26.1559 5.53309 4210.01
0.566667 0.733333 0 -26.4688 9.82391 4211.25
0.6 0.733333 0 -23.039 14.7113 4218.69
0.633333 0.733333 0 -18.3897 18.8746 4228.82
0.666667 0.733333 0 -17.0672 22.4565 4235.94
0.7 0.733333 0 -15.948 26.0356 4244.32
0.733333 0.733333 0 -13.2573 27.9836 4255.41
0.766667 0.733333 0 -10.8983 27.894 4268.56
0.8 0.733333 0 -9.03293 27.4116 4283.24
0.833333 0.733333 0 -6.02409 26.9316 4304.19
0.166667 0.766667 0 -4.64996 -24.775 4301.69
0.2 0.766667 0 -5.65244 -25.7437 4283.22
0.233333 0.766667 0 -6.71857 -26.2597 4268.43
0.266667 0.766667 0 -10.5969 -25.5135 4251.14
0.3 0.766667 0 -15.7979 -21.8135 4235.4
0.333333 0.766667 0 -18.7755 -17.9533 4226.35
0.366667 0.766667 0 -19.4369 -15.1982 4222.38
0.4 0.766667 0 -21.7961 -11.6312 4215.2
0.433333 0.766667 0 -23.7131 -6.97787 4210.46
0.466667 0.766667 0 -24.1326 -2.90691 4210.08
0.5 0.766667 0 -24.139 1.26186 4211.62
0.533333 0.766667 0 -26.8765 5.2298 4207.73
0.566667 0.766667 0 -27.2498 8.96323 4209.04
0.6 0.766667 0 -24.4608 13.0169 4216.61
0.633333 0.766667 0 -20.9953 16.7312 4226.24
0.666667 0.766667 0 -19.3877 20.3826 4235.03
0.7 0.766667 0 -17.1763 23.8522 4244.55
0.733333 0.766667 0 -14.7322 25.3186 4255.53
0.766667 0.766667 0 -12.0384 25.5683 4269.96
0.8 0.766667 0 -10.2732 25.0821 4287.13
0.833333 0.766667 0 -7.57095 24.5818 4309.69
0.166667 0.8 0 -11.4552 -22.1974 4301.77
0.2 0.8 0 -13.6185 -22.8024 4281.94
0.233333 0.8 0 -15.1585 -23.1656 4265.75
0.266667 0.8 0 -19.5578 -22.0828 4247.75
0.3 0.8 0 -24.9244 -18.4602 4230.41
0.333333 0.8 0 -27.5987 -15.273 4220.91
0.366667 0.8 0 -27.9176 -13.1437 4217.52
0.4 0.8 0 -30.4903 -10.2413 4210.69
0.433333 0.8 0 -32.4983 -6.16891 4204.85
0.466667 0.8 0 -32.6385 -2.54165 4203.22
0.5 0.8 0 -31.63 0.977337 4204.61
0.533333 0.8 0 -33.7365 4.35265 4201.25
0.566667 0.8 0 -34.0195 7.21677 4202.29
0.6 0.8 0 -31.8382 10.3321 4209.45
0.633333 0.8 0 -28.5972 13.6184 4219.28
0.666667 0.8 0 -25.9193 17.4126 4229.92
0.7 0.8 0 -23.1437 20.7645 4240
0.733333 0.8 0 -20.6527 21.6624 4251.17
0.766667 0.8 0 -16.9841 22.0874 4267.34
0.8 0.8 0 -14.7954 21.9395 4286.14
0.833333 0.8 0 -12.3926 21.3469 4309.96
0.166667 0.833333 0 -15.1259 -21.5334 4306.89
0.2 0.833333 0 -18.4177 -21.7335 4286.16
0.233333 0.833333 0 -20.9004 -21.6954 4269.33
0.266667 0.833333 0 -25.9076 -20.2341 4251.16
0.3 0.833333 0 -31.0671 -16.6056 4232.69
0.333333 0.833333 0 -33.7561 -13.602 4221.22
0.366667 0.833333 0 -34.1743 -11.7528 4217.6
0.4 0.833333 0 -36.7225 -9.29624 4211.11
0.433333 0.833333 0 -38.8143 -5.35307 4203.84
0.466667 0.833333 0 -38.5337 -1.88136 4201.76
0.5 0.833333 0 -36.6242 1.21025 4203.87
0.533333 0.833333 0 -38.2404 4.11186 4200.95
0.566667 0.833333 0 -38.3763 6.4249 4201.65
0.6 0.833333 0 -36.4582 8.94669 4208.29
0.633333 0.833333 0 -33.7135 11.6734 4217.57
0.666667 0.833333 0 -30.8165 15.3918 4228.61
0.7 0.833333 0 -28.2914 18.5579 4238.54
0.733333 0.833333 0 -25.6682 19.2981 4250.28
0.766667 0.833333 0 -21.6073 19.7681 4266.92
0.8 0.833333 0 -18.7367 20.0616 4285.48
0.833333 0.833333 0 -15.8836 19.8787 4309.83
