X Y Z Strain_XX Strain_XY Strain_YY
0.566667 0.533333 0 -0.000233957 3.73995e-06 0.000915476
0.6 0.533333 0 -0.00023365 5.26602e-06 0.000915668
0.633333 0.533333 0 -0.000233252 6.96481e-06 0.000915586
0.666667 0.533333 0 -0.000232883 9.13468e-06 0.00091582
0.7 0.533333 0 -0.000231809 1.08603e-05 0.000915757
0.733333 0.533333 0 -0.000230805 1.18992e-05 0.000915936
0.766667 0.533333 0 -0.00022995 1.23803e-05 0.000916141
0.8 0.533333 0 -0.000230013 1.22257e-05 0.000917969
0.833333 0.533333 0 -0.000230419 1.15282e-05 0.000919803
0.166667 0.566667 0 -0.000224992 -1.17017e-05 0.000894754
0.2 0.566667 0 -0.000224519 -1.18878e-05 0.000892468
0.233333 0.566667 0 -0.000224153 -1.19044e-05 0.000889953
0.266667 0.566667 0 -0.000224007 -1.10449e-05 0.000888129
0.3 0.566667 0 -0.000223788 -1.00853e-05 0.00088668
0.333333 0.566667 0 -0.000223573 -9.0219e-06 0.000885546
0.366667 0.566667 0 -0.000223514 -7.84495e-06 0.000884463
0.4 0.566667 0 -0.000224094 -6.49538e-06 0.000884794
0.433333 0.566667 0 -0.000224652 -4.31854e-06 0.000885413
0.466667 0.566667 0 -0.000225232 -1.69326e-06 0.000886192
0.5 0.566667 0 -0.000225763 4.18243e-07 0.000887016
0.533333 0.566667 0 -0.000226335 1.83287e-06 0.000887299
0.566667 0.566667 0 -0.000226865 3.82743e-06 0.000888938
0.6 0.566667 0 -0.000226941 5.77924e-06 0.000889506
0.633333 0.566667 0 -0.000226496 7.49105e-06 0.00088931
0.666667 0.566667 0 -0.00022588 8.77341e-06 0.000889403
0.7 0.566667 0 -0.000225157 9.87397e-06 0.000890003
0.733333 0.566667 0 -0.00022445 1.07465e-05 0.000890754
0.766667 0.566667 0 -0.000223984 1.11767e-05 0.000891643
0.8 0.566667 0 -0.000223764 1.12117e-05 0.000893529
0.833333 0.566667 0 -0.000223992 1.07923e-05 0.000895124
0.166667 0.6 0 -0.000218456 -1.10619e-05 0.000871004
0.2 0.6 0 -0.000217682 -1.07512e-05 0.000868119
0.233333 0.6 0 -0.000217368 -1.03387e-05 0.000865527
0.266667 0.6 0 -0.000217043 -9.96547e-06 0.000863155
0.3 0.6 0 -0.000216652 -8.8228e-06 0.000861125
0.333333 0.6 0 -0.000216496 -8.26331e-06 0.000860038
0.366667 0.6 0 -0.000216952 -7.53538e-06 0.000859538
0.4 0.6 0 -0.000218137 -6.46918e-06 0.000860541
0.433333 0.6 0 -0.000219089 -4.34738e-06 0.000861447
0.466667 0.6 0 -0.000219448 -1.85516e-06 0.000861829
0.5 0.6 0 -0.000219296 4.08539e-07 0.000861719
0.533333 0.6 0 -0.000219317 2.12275e-06 0.000861097
0.566667 0.6 0 -0.000219886 3.67119e-06 0.00086262
0.6 0.6 0 -0.000220277 5.59099e-06 0.000863864
0.633333 0.6 0 -0.0002202 7.04786e-06 0.000864407
0.666667 0.6 0 -0.000219828 8.00439e-06 0.000865325
0.7 0.6 0 -0.000219104 9.14515e-06 0.000865693
0.733333 0.6 0 -0.000218673 9.91544e-06 0.000866838
0.766667 0.6 0 -0.00021838 1.03615e-05 0.000868289
0.8 0.6 0 -0.000218417 1.04608e-05 0.000869993
0.833333 0.6 0 -0.000218408 1.01053e-05 0.000871833
0.166667 0.633333 0 -0.000211745 -9.75659e-06 0.000847995
0.2 0.633333 0 -0.000211059 -9.48599e-06 0.000844538
0.233333 0.633333 0 -0.000210785 -8.81606e-06 0.000842197
0.266667 0.633333 0 -0.00021038 -8.20768e-06 0.000839456
0.3 0.633333 0 -0.000210184 -7.65362e-06 0.000837653
0.333333 0.633333 0 -0.000210578 -7.20463e-06 0.000837012
0.366667 0.633333 0 -0.000211279 -6.67337e-06 0.000836996
0.4 0.633333 0 -0.000212281 -5.96328e-06 0.000837358
0.433333 0.633333 0 -0.000213228 -4.00263e-06 0.000838074
0.466667 0.633333 0 -0.000213317 -1.37792e-06 0.000838034
0.5 0.633333 0 -0.000213043 6.35813e-07 0.000837354
0.533333 0.633333 0 -0.00021277 2.11384e-06 0.000837044
0.566667 0.633333 0 -0.000213118 3.24966e-06 0.000837814
0.6 0.633333 0 -0.000213638 4.54992e-06 0.000838894
0.633333 0.633333 0 -0.000213787 5.84461e-06 0.000839941
0.666667 0.633333 0 -0.000213729 7.25211e-06 0.000841703
0.7 0.633333 0 -0.00021324 8.43561e-06 0.000842553
0.733333 0.633333 0 -0.000212889 9.47115e-06 0.000843991
0.766667 0.633333 0 -0.000212814 9.96889e-06 0.000845685
0.8 0.633333 0 -0.000212885 9.92384e-06 0.000847788
0.833333 0.633333 0 -0.000212611 9.47816e-06 0.00084938
0.166667 0.666667 0 -0.000205963 -8.38755e-06 0.000825924
0.2 0.666667 0 -0.000205533 -8.12457e-06 0.000822635
0.233333 0.666667 0 -0.000205216 -7.4691e-06 0.000820069
0.266667 0.666667 0 -0.000204771 -7.34892e-06 0.000817695
0.3 0.666667 0 -0.00020502 -6.78362e-06 0.000816496
0.333333 0.666667 0 -0.000205612 -6.29515e-06 0.000816112
0.366667 0.666667 0 -0.000206421 -5.61814e-06 0.000816088
0.4 0.666667 0 -0.000207058 -4.63893e-06 0.000815812
0.433333 0.666667 0 -0.000207534 -3.16728e-06 0.000815456
0.466667 0.666667 0 -0.000207765 -1.21172e-06 0.000815477
0.5 0.666667 0 -0.000207572 5.54503e-07 0.000815041
0.533333 0.666667 0 -0.000207537 1.79647e-06 0.000815043
0.566667 0.666667 0 -0.000207687 2.66419e-06 0.000815307
0.6 0.666667 0 -0.000207832 3.65321e-06 0.000816075
0.633333 0.666667 0 -0.000207925 4.63615e-06 0.000816941
0.666667 0.666667 0 -0.000207917 5.96006e-06 0.000818825
0.7 0.666667 0 -0.000207749 7.09833e-06 0.000820363
0.733333 0.666667 0 -0.000207582 8.26805e-06 0.000822046
0.766667 0.666667 0 -0.000207595 9.00684e-06 0.000824142
0.8 0.666667 0 -0.000207609 9.03021e-06 0.000826512
0.833333 0.666667 0 -0.000207436 8.69316e-06 0.000828399
0.166667 0.7 0 -0.000200814 -7.4934e-06 0.000805792
0.2 0.7 0 -0.000200565 -7.45239e-06 0.000802554
0.233333 0.7 0 -0.000200269 -7.38417e-06 0.000800009
0.266667 0.7 0 -0.000200154 -6.98102e-06 0.000797832
0.3 0.7 0 -0.00020038 -6.53306e-06 0.000796478
0.333333 0.7 0 -0.000200971 -5.64236e-06 0.000795953
0.366667 0.7 0 -0.000201536 -4.68706e-06 0.000795919
0.4 0.7 0 -0.000202048 -3.74269e-06 0.000795361
0.433333 0.7 0 -0.000202539 -2.46304e-06 0.000795245
0.466667 0.7 0 -0.000202747 -9.54738e-07 0.000795009
0.5 0.7 0 -0.000202614 3.70109e-07 0.000794551
